filename,text,char_count,word_count,line_count,has_text
image_000.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_001.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_002.jpg,"ОККАМ Москва

Специалист по анализу данных /
Data Scientist

Okkam

®",69,11,8,True
image_003.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_004.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_005.jpg,"ОККАМ Москва

Специалист по анализу данных /
Data Scientist

Okkam

®",69,11,8,True
image_006.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_007.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_008.jpg,"ОККАМ Москва

Специалист по анализу данных /
Data Scientist

Okkam

®",69,11,8,True
image_009.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_010.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_011.jpg,"ОККАМ Москва

Специалист по анализу данных /
Data Scientist

Okkam

®",69,11,8,True
image_012.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_013.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_014.jpg,"ОККАМ Москва

Специалист по анализу данных /
Data Scientist

Okkam

®",69,11,8,True
image_015.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_016.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_017.jpg,"ОККАМ Москва

Специалист по анализу данных /
Data Scientist

Okkam

®",69,11,8,True
image_018.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_019.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_020.jpg,"1221 _
systems Нижний Новгород

Junior Data Scientist

1221Системс",66,9,6,True
image_021.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_022.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_023.jpg,"1221 _
systems Нижний Новгород

Junior Data Scientist

1221Системс",66,9,6,True
image_024.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_025.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_026.jpg,"1221 _
systems Нижний Новгород

Junior Data Scientist

1221Системс",66,9,6,True
image_027.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_028.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_029.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_030.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_031.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_032.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_033.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_034.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_035.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_036.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_037.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_038.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_039.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_040.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_041.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_042.jpg,"Санкт-Петербург

NBCOM
Microur

Заместитель финансового
директора
NBCom Group

®",80,9,10,True
image_043.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_044.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_045.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_046.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_047.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_048.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_049.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_050.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_051.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_052.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_053.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_054.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_055.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_056.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_057.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_058.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_059.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_060.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_061.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_062.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_063.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_064.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_065.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_066.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_067.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_068.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_069.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_070.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_071.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_072.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_073.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_074.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_075.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_076.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_077.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_078.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_079.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_080.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_081.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_082.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_083.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_084.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_085.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_086.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_087.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_088.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_089.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_090.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_091.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_092.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_093.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_094.jpg,"@ Москва

Team Lead Data Scientist

Циан",40,7,5,True
image_095.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_096.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
image_097.jpg,"Москва

Senior Data Scientist

Финтех компания",46,6,5,True
image_098.jpg,"® Ярославль

Middle / Senior Data Scientist (NLP
и Research)

Рафт Диджитал Солюшенс

®",87,14,8,True
image_099.jpg,"A Москва

IDF EURASIA

Junior Data Scientist
IDF Eurasia",56,9,6,True
